City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,nishihara,26.1842,127.7558,10.6,62,75,18.01,JP,1674553039
281,ciudad bolivar,8.1222,-63.5497,21.09,91,37,3.39,VE,1674553040
282,maicao,11.3832,-72.2432,24.5,84,92,7.82,CO,1674553041
283,sinjar,36.3209,41.8754,12.3,41,0,0.64,IQ,1674553042
284,mar del plata,-38.0023,-57.5575,18.82,84,0,5.36,AR,1674553042
285,yar-sale,66.8333,70.8333,-11.43,95,100,6.67,RU,1674553043
286,genc,38.7507,40.5603,5.2,52,40,1.54,TR,1674553044
287,clyde river,70.4692,-68.5914,-29.87,69,100,6.17,CA,1674553045
288,sierra vista,31.5545,-110.3037,-1.38,79,0,4.12,US,1674552411
289,torres,-29.3353,-49.7269,21.29,80,0,1.65,BR,1674553046
290,samandag,36.0842,35.9771,12.29,55,0,3.48,TR,1674553047
291,college,64.8569,-147.8028,-20.23,79,100,0.0,US,1674552873
292,bosaso,11.2842,49.1816,26.99,61,0,5.66,SO,1674553048
293,medzev,48.7004,20.8937,5.61,79,57,2.88,SK,1674553049
294,zhangye,38.9342,100.4517,-10.97,50,18,1.03,CN,1674553050
295,yelizovo,53.1873,158.3805,-18.83,64,20,3.13,RU,1674553050
296,la peca,-5.6111,-78.435,18.8,94,90,0.99,PE,1674553051
297,iquique,-20.2208,-70.1431,20.02,78,100,2.76,CL,1674553052
298,port hardy,50.6996,-127.4199,5.1,100,100,4.63,CA,1674553053
299,turtas,58.9417,69.1325,-8.98,94,99,2.72,RU,1674553053
300,mezhdurechenskiy,59.6,65.9333,-6.09,90,97,3.23,RU,1674553054
301,borkenes,68.774,16.1739,2.88,89,99,10.28,NO,1674553055
302,iwanai,42.9744,140.5089,-12.32,86,100,5.89,JP,1674553055
303,finschhafen,-6.6024,147.8681,27.29,80,100,1.51,PG,1674553056
304,katsuura,35.1333,140.3,5.01,52,80,10.46,JP,1674553057
305,shumskiy,54.8318,99.1328,-14.01,97,100,0.65,RU,1674553058
306,leshukonskoye,64.8989,45.7622,-10.33,92,53,4.29,RU,1674553058
307,port hedland,-20.3167,118.5667,31.03,70,80,5.66,AU,1674553059
308,bubaque,11.2833,-15.8333,22.91,79,9,2.99,GW,1674553060
309,guanambi,-14.2233,-42.7814,22.4,83,94,0.08,BR,1674553060
310,shimoda,34.6667,138.95,5.06,58,69,15.37,JP,1674553061
311,asau,46.4333,26.4,-0.4,70,97,2.57,RO,1674553062
312,lagunas,-5.2269,-75.6753,21.19,97,100,1.04,PE,1674553063
313,touros,-5.1989,-35.4608,26.98,72,31,4.33,BR,1674553063
314,boguchany,58.3814,97.4531,-21.89,99,100,0.99,RU,1674553064
315,stornoway,58.2093,-6.3865,10.02,94,75,6.17,GB,1674553065
316,skelleftea,64.7507,20.9528,-2.22,100,0,3.09,SE,1674553065
317,sinnamary,5.3833,-52.95,24.16,82,48,4.99,GF,1674553066
318,tweed,44.4751,-77.3162,0.13,84,100,5.35,CA,1674553067
319,columbus,39.9612,-82.9988,-1.64,89,75,4.63,US,1674553034
320,port hawkesbury,45.6169,-61.3485,1.21,99,100,15.43,CA,1674553068
321,chabahar,25.2919,60.643,17.89,23,0,1.47,IR,1674553069
322,west fargo,46.875,-96.9004,-7.97,86,0,2.06,US,1674553070
323,hirara,24.8,125.2833,12.15,62,75,18.01,JP,1674553070
324,ahuimanu,21.4447,-157.8378,23.84,88,20,0.45,US,1674553071
325,acapulco,16.8634,-99.8901,20.9,83,0,1.54,MX,1674553072
326,alta floresta,-9.8756,-56.0861,21.26,99,100,1.11,BR,1674553072
327,inirida,3.8653,-67.9239,21.36,98,83,0.26,CO,1674553073
328,ust-nera,64.5667,143.2,-39.07,99,31,0.81,RU,1674553074
329,phibun mangsahan,15.2447,105.2291,24.99,61,77,11.9,TH,1674553074
330,qaqortoq,60.7167,-46.0333,-1.91,96,100,2.59,GL,1674553075
331,caravelas,-17.7125,-39.2481,26.14,82,100,4.05,BR,1674553076
332,huntsville,34.7304,-86.5861,1.22,92,0,0.0,US,1674552827
333,taltal,-25.4,-70.4833,19.41,84,30,0.51,CL,1674553078
334,beira,-19.8436,34.8389,31.05,66,40,5.5,MZ,1674553078
335,bima,-8.4667,118.7167,28.14,76,100,0.32,ID,1674553079
336,dinagat,9.9561,125.5933,26.98,76,97,8.35,PH,1674553080
337,ellensburg,46.9965,-120.5479,0.86,85,73,0.89,US,1674553081
338,lagoa,39.05,-27.9833,15.44,75,100,7.6,PT,1674552907
339,tanabi,-20.6264,-49.6492,21.12,97,100,2.57,BR,1674553082
340,kangaatsiaq,68.3065,-53.4641,-9.66,83,100,3.26,GL,1674553083
341,marawi,7.9986,124.2928,20.74,98,100,1.43,PH,1674553083
342,bathsheba,13.2167,-59.5167,25.34,73,20,8.23,BB,1674553084
343,ipixuna,-1.7625,-48.8043,22.36,98,100,1.11,BR,1674553085
344,kamenka,51.3223,42.7678,-2.6,62,87,2.07,RU,1674553086
345,atherton,53.5237,-2.4935,6.37,86,89,0.89,GB,1674553086
346,cockburn town,21.4612,-71.1419,25.33,68,0,6.37,TC,1674553087
347,klaksvik,62.2266,-6.589,8.51,88,100,14.01,FO,1674553012
348,jaciara,-15.9653,-54.9683,21.85,95,100,0.54,BR,1674553088
349,ranikhet,29.65,79.4167,8.67,59,75,2.67,IN,1674553089
350,kruisfontein,-34.0033,24.7314,22.16,53,95,10.14,ZA,1674553090
351,lompoc,34.6391,-120.4579,6.44,86,0,4.12,US,1674553091
352,hualmay,-11.0964,-77.6139,20.96,82,100,2.37,PE,1674553092
353,awallan,17.9244,121.913,21.06,95,89,3.46,PH,1674553093
354,belomorsk,64.5232,34.7668,-2.69,91,100,4.32,RU,1674553093
355,zagora,30.3484,-5.8365,11.99,38,0,3.33,MA,1674553094
356,keetmanshoop,-26.5833,18.1333,25.05,20,86,7.78,NA,1674553095
357,sayat,38.7839,63.8803,0.93,61,5,2.42,TM,1674553031
358,tandil,-37.3217,-59.1332,18.71,66,50,2.8,AR,1674553096
359,mabaruma,8.2,-59.7833,20.73,98,66,1.13,GY,1674553097
360,fowa,8.9167,6.4,35.64,11,23,1.02,NG,1674553098
361,itoman,26.1247,127.6694,11.01,62,75,18.01,JP,1674553098
362,ouesso,1.6136,16.0517,34.98,34,100,1.08,CG,1674553099
363,san andres,12.5847,-81.7006,27.01,78,40,6.69,CO,1674553100
364,omsukchan,62.5333,155.8,-27.62,98,100,2.3,RU,1674553101
365,darhan,49.4867,105.9228,-26.49,88,96,1.12,MN,1674553102
366,rudnya,54.947,31.0934,-0.02,95,100,1.98,RU,1674553103
367,okhotsk,59.3833,143.3,-24.69,78,100,5.31,RU,1674553104
368,cartagena,10.3997,-75.5144,24.79,88,0,1.03,CO,1674552960
369,thanh hoa,19.8,105.7667,15.63,40,100,3.28,VN,1674553011
370,havoysund,70.9963,24.6622,1.13,71,58,18.77,NO,1674553105
371,vila velha,-20.3297,-40.2925,22.97,97,75,1.54,BR,1674553106
372,bolobo,-2.1667,16.2333,31.41,48,82,2.5,CD,1674553107
373,wuwei,37.9281,102.6414,-7.35,22,84,2.36,CN,1674553107
374,sorland,67.667,12.6934,3.92,67,98,11.16,NO,1674553108
375,key west,24.5557,-81.7826,21.11,87,0,2.57,US,1674552935
376,boljevac,43.8303,21.9531,2.06,95,100,3.81,RS,1674553109
377,anito,12.4497,125.2886,25.16,86,42,5.53,PH,1674553110
378,san cristobal,7.7669,-72.225,17.29,82,76,1.73,VE,1674553111
379,ambilobe,-13.2,49.05,24.32,92,100,2.35,MG,1674553112
380,tazovskiy,67.4667,78.7,-28.86,95,100,4.69,RU,1674553112
381,hit,33.6416,42.8251,16.27,26,0,2.83,IQ,1674553113
382,buta,2.7858,24.73,34.23,26,98,0.23,CD,1674553114
383,dongsheng,39.8161,109.9776,-15.43,22,0,4.95,CN,1674553114
384,flagstaff,35.1981,-111.6513,-4.19,86,0,2.06,US,1674553116
385,taunggyi,20.7833,97.0333,24.5,22,13,1.27,MM,1674553116
386,imeni poliny osipenko,52.4201,136.4853,-36.93,100,64,0.88,RU,1674553118
387,douentza,14.9951,-2.9517,30.51,10,4,2.31,ML,1674553118
388,mangaratiba,-22.9597,-44.0406,23.48,87,100,1.47,BR,1674553119
389,gorom-gorom,14.4439,-0.2361,31.11,11,4,2.91,BF,1674553120
390,saurimo,-9.6608,20.3916,22.01,77,100,2.34,AO,1674553121
391,abu dhabi,24.4667,54.3667,24.06,38,0,1.54,AE,1674552435
392,naica,27.85,-105.4833,7.83,46,0,10.15,MX,1674553122
393,kutum,14.2,24.6667,25.03,8,43,4.94,SD,1674553123
394,santiago,-33.4569,-70.6483,19.92,60,0,1.54,CL,1674553076
395,gobabis,-22.45,18.9667,28.2,31,26,6.77,NA,1674553124
396,douglas,41.3,-96.167,1.49,93,0,0.0,US,1674553125
397,sola,-13.8833,167.55,25.37,94,20,0.0,VU,1674553126
398,nakhon thai,17.1006,100.8374,30.13,30,0,3.65,TH,1674553127
399,zyryanovsk,49.7386,84.2719,-12.26,95,100,0.72,KZ,1674553127
400,pisco,-13.7,-76.2167,20.03,88,100,3.6,PE,1674553128
401,dunedin,-45.8742,170.5036,13.78,64,54,0.45,NZ,1674553129
402,simpang,-1.2667,104.0833,25.3,90,100,2.57,ID,1674553130
403,hendek,40.7994,30.7481,8.28,86,100,1.44,TR,1674553130
404,norman wells,65.282,-126.8329,-23.98,77,100,0.0,CA,1674553131
405,eustis,28.8528,-81.6853,11.64,78,0,3.6,US,1674553132
406,oriximina,-1.7656,-55.8661,22.91,95,100,1.78,BR,1674553133
407,dalvik,65.9702,-18.5286,-0.04,89,85,3.84,IS,1674553133
408,grindavik,63.8424,-22.4338,4.97,93,100,7.72,IS,1674553134
409,san isidro,-12.1167,-77.05,22.23,84,100,6.17,PE,1674553135
410,port keats,-14.25,129.55,24.86,97,100,1.89,AU,1674553136
411,ulaangom,49.9811,92.0667,-23.19,98,100,0.82,MN,1674553137
412,korla,41.7597,86.1469,-9.78,63,86,2.34,CN,1674553043
413,honghu,29.8206,113.4621,2.84,22,0,4.66,CN,1674553138
414,abong mbang,3.9833,13.1833,33.76,21,95,0.97,CM,1674553139
415,los llanos de aridane,28.6585,-17.9182,14.86,73,75,4.12,ES,1674553140
416,losinyy,57.1386,61.0666,-7.14,87,18,3.9,RU,1674553140
417,bronnoysund,65.4625,12.1997,1.0,86,40,2.24,NO,1674553141
418,wasilla,61.5814,-149.4394,4.48,86,100,3.6,US,1674553142
419,rocha,-34.4833,-54.3333,16.69,67,0,2.16,UY,1674553143
420,redmond,47.674,-122.1215,5.39,92,92,0.45,US,1674553144
421,mezhdurechensk,53.6942,88.0603,-9.71,94,100,3.38,RU,1674553145
422,eirunepe,-6.6603,-69.8736,21.86,100,100,0.8,BR,1674553146
423,tecolutla,20.4833,-97.0167,19.54,84,88,0.82,MX,1674553147
424,westport,41.1415,-73.3579,2.99,69,100,5.66,US,1674553148
425,saldanha,-33.0117,17.9442,21.03,66,83,8.48,ZA,1674553149
426,ban nahin,18.2418,104.2122,19.75,45,3,3.41,LA,1674553151
427,moerai,-22.4333,-151.3333,25.3,83,88,11.77,PF,1674553152
428,nedryhayliv,50.834,33.8763,0.85,52,2,3.86,UA,1674553152
429,san juan,-31.5375,-68.5364,26.17,41,0,6.71,AR,1674553153
430,kosum phisai,16.2486,103.0674,28.23,41,30,8.98,TH,1674553154
431,nalut,30.3333,10.85,11.46,43,0,0.88,LY,1674553155
432,san vicente de canete,-13.0751,-76.3835,21.01,84,99,1.05,PE,1674553156
433,evensk,61.95,159.2333,-13.28,87,100,9.22,RU,1674553156
434,dudinka,69.4058,86.1778,-29.1,97,35,3.92,RU,1674553157
435,verkhnyaya inta,65.9811,60.3094,-8.56,82,84,9.95,RU,1674553158
436,rawson,-43.3002,-65.1023,20.18,40,58,14.45,AR,1674553159
437,kamwenge,0.1866,30.4539,30.05,30,100,0.8,UG,1674553159
438,ronne,55.1009,14.7066,1.95,75,100,3.6,DK,1674553160
439,mahebourg,-20.4081,57.7,27.16,69,75,4.63,MU,1674553161
440,chengde,40.9725,117.9361,-18.61,76,0,2.11,CN,1674553162
441,la asuncion,11.0333,-63.8628,23.54,86,71,6.78,VE,1674552940
442,arman,59.7,150.1667,-23.88,84,100,5.75,RU,1674553163
443,tambacounda,13.7539,-13.7586,28.03,36,0,2.06,SN,1674553164
444,zabkowice slaskie,50.5897,16.8124,1.19,99,94,1.32,PL,1674553164
445,kamaishi,39.2667,141.8833,-4.49,63,100,3.97,JP,1674553165
446,bolivar,37.6145,-93.4105,-0.36,89,100,2.24,US,1674553166
447,sampit,-2.5333,112.95,25.22,94,100,1.37,ID,1674553167
448,merauke,-8.4667,140.3333,26.64,81,100,2.71,ID,1674553167
449,yulara,-25.2406,130.9889,33.57,16,97,2.45,AU,1674553168
450,kraslava,55.8951,27.168,-2.51,81,100,2.71,LV,1674553169
451,komsomolskiy,40.4272,71.7189,1.4,44,4,1.03,UZ,1674553170
452,jedrzejow,50.6394,20.3045,3.41,99,32,3.13,PL,1674553170
453,chuy,-33.6971,-53.4616,17.44,75,0,1.89,UY,1674553171
454,kloulklubed,7.0419,134.2556,24.28,83,100,6.77,PW,1674553172
455,pervomayskoye,43.919,46.7102,7.49,43,3,9.82,RU,1674553173
456,palana,59.1167,159.9667,-16.1,93,100,2.12,RU,1674553173
457,russell,32.3502,-85.1999,2.57,100,20,0.0,US,1674553174
458,ukiah,39.1502,-123.2078,7.03,89,0,1.54,US,1674553175
459,yerbogachen,61.2767,108.0108,-39.92,100,72,0.2,RU,1674553175
460,solwezi,-12.1688,26.3894,19.31,88,97,4.12,ZM,1674553176
461,portland,45.5234,-122.6762,5.96,88,100,1.54,US,1674553177
462,uray,60.1247,64.7758,-6.31,89,99,3.06,RU,1674553178
463,bantou,26.2151,117.4893,4.88,59,15,2.05,CN,1674553178
464,ketchikan,55.3422,-131.6461,5.99,93,100,2.06,US,1674553179
465,lazaro cardenas,17.9583,-102.2,20.91,70,2,2.11,MX,1674553180
466,aplahoue,6.9333,1.6833,32.5,47,46,2.05,BJ,1674553180
467,vao,-22.6667,167.4833,25.93,79,36,1.56,NC,1674553181
468,muros,42.7762,-9.0603,10.05,66,4,6.85,ES,1674553182
469,madang,-5.2246,145.7966,25.72,85,96,0.99,PG,1674553183
470,katghora,22.5,82.55,30.69,16,18,2.51,IN,1674553183
471,buraydah,26.326,43.975,17.25,45,89,5.37,SA,1674552983
472,jalu,29.0331,21.5482,18.15,35,0,5.04,LY,1674553185
473,saint-joseph,-21.3667,55.6167,25.21,89,100,1.44,RE,1674553186
474,zapolyarnyy,69.4154,30.8136,-3.4,82,17,10.99,RU,1674553187
475,mackay,-21.15,149.2,24.82,77,4,3.21,AU,1674553188
476,bonavista,48.6499,-53.1147,3.82,96,100,16.6,CA,1674553188
477,paamiut,61.994,-49.6678,-2.02,94,100,8.58,GL,1674553189
478,aksu,41.1231,80.2644,-8.04,66,6,1.21,CN,1674553190
479,hun,29.1268,15.9477,18.83,19,86,3.98,LY,1674553191
480,kavaratti,10.5669,72.642,26.51,73,91,6.05,IN,1674553191
481,oistins,13.0667,-59.5333,25.05,73,20,8.23,BB,1674553192
482,buy,58.4786,41.53,-5.63,94,99,4.4,RU,1674553193
483,missoula,47.0166,-113.8009,-7.78,99,93,1.05,US,1674553193
484,aberdeen,57.1437,-2.0981,9.81,93,75,0.51,GB,1674552983
485,waw,7.7029,27.9953,35.53,11,30,3.18,SS,1674553195
486,kununurra,-15.7667,128.7333,33.99,52,100,3.09,AU,1674552985
487,pundaguitan,6.3711,126.1689,25.8,87,100,6.96,PH,1674553196
488,armizonskoye,55.9461,67.6736,-11.6,95,68,3.88,RU,1674553197
489,lakes entrance,-37.8811,147.981,18.98,86,100,0.81,AU,1674553198
490,tual,-5.6667,132.75,28.55,74,100,4.32,ID,1674553199
491,gondar,12.6,37.4667,25.6,15,10,1.27,ET,1674553199
492,coruripe,-10.1256,-36.1756,26.89,68,3,3.36,BR,1674553200
493,pacifica,37.6138,-122.4869,11.77,59,0,2.06,US,1674553201
494,manaquiri,-3.3167,-60.35,25.25,98,94,0.94,BR,1674553202
495,ust-kuyga,70.0167,135.6,-36.7,98,100,2.78,RU,1674553202
496,atar,20.5169,-13.0499,22.86,13,1,2.97,MR,1674552937
497,lokosovo,61.1333,74.8167,-19.46,97,100,2.0,RU,1674553203
498,akureyri,65.6835,-18.0878,-0.04,93,75,2.06,IS,1674553204
499,harnosand,62.6323,17.9379,-7.0,92,100,2.82,SE,1674553205
500,camacha,33.0833,-16.3333,14.68,63,40,5.66,PT,1674553206
501,mount darwin,-16.7725,31.5838,21.15,85,100,2.02,ZW,1674553206
502,kent,51.1667,0.6667,5.51,85,80,3.14,GB,1674553207
503,macas,-2.3167,-78.1167,18.63,97,100,0.61,EC,1674553208
504,beberibe,-4.1797,-38.1306,25.31,83,90,1.79,BR,1674553208
505,fort nelson,58.8053,-122.7002,-7.23,86,100,2.57,CA,1674553209
506,vila franca do campo,37.7167,-25.4333,15.23,87,67,5.53,PT,1674553210
507,ouadda,8.0777,22.4007,35.08,7,100,3.16,CF,1674553211
508,anshun,26.25,105.9333,5.44,39,10,3.25,CN,1674553212
509,plettenberg bay,-34.0527,23.3716,23.25,60,84,4.58,ZA,1674553213
510,cradock,-32.1642,25.6192,33.42,19,56,8.27,ZA,1674553213
511,gamba,-2.65,10.0,28.63,68,72,2.88,GA,1674553214
512,vrangel,42.7297,133.0839,-20.24,77,36,7.69,RU,1674553216
513,olafsvik,64.8945,-23.7142,5.36,91,73,9.51,IS,1674553217
514,batagay-alyta,67.8006,130.4114,-32.21,99,100,1.24,RU,1674553217
515,ancud,-41.8697,-73.8203,10.94,80,23,2.23,CL,1674553218
516,nacogdoches,31.6002,-94.6335,7.8,85,75,2.06,US,1674553219
517,porirua,-41.1333,174.85,17.68,76,0,2.85,NZ,1674553219
518,wapi pathum,15.8452,103.3768,23.25,45,16,9.79,TH,1674553221
519,lincoln,40.8,-96.667,0.95,86,100,1.54,US,1674553218
520,quelimane,-17.8786,36.8883,30.97,70,75,7.72,MZ,1674553222
521,cayenne,4.9333,-52.3333,24.02,83,20,3.6,GF,1674553223
522,dinajpur,25.6272,88.6386,27.51,26,33,2.08,BD,1674553224
523,santa cruz del norte,23.1539,-81.9236,23.27,81,0,4.85,CU,1674553225
524,ilebo,-4.3167,20.5833,28.19,62,98,1.11,CD,1674553225
525,bahia blanca,-38.7196,-62.2724,24.6,59,100,0.45,AR,1674553226
526,okha,53.5739,142.9478,-27.03,94,100,9.4,RU,1674553227
527,matara,5.9485,80.5353,26.17,85,99,2.41,LK,1674553227
528,marsa matruh,31.3525,27.2453,17.7,62,0,4.81,EG,1674553228
529,inhambane,-23.865,35.3833,31.99,55,40,3.09,MZ,1674553229
530,kobelyaky,49.1489,34.1965,1.29,58,7,4.01,UA,1674553230
531,goderich,43.7501,-81.7165,1.62,86,100,8.23,CA,1674553230
532,celmira,8.5433,-82.8028,20.09,77,1,1.71,PA,1674553231
533,terrace bay,48.7834,-87.1,-19.02,96,65,3.64,CA,1674553232
534,nantucket,41.2835,-70.0995,1.08,78,100,7.72,US,1674552996
535,baykit,61.67,96.37,-34.74,99,54,1.38,RU,1674553233
536,bhilai,21.2167,81.4333,31.07,18,52,0.07,IN,1674553234
537,friedeburg,53.45,7.8333,2.28,88,100,1.03,DE,1674553234
538,bireun,5.203,96.7009,23.29,96,100,1.6,ID,1674553236
539,gravdal,68.1214,13.5031,2.94,60,75,6.17,NO,1674553236
540,pokhara,28.2333,83.9833,24.0,18,1,2.77,NP,1674553237
541,nome,64.5011,-165.4064,-18.96,65,0,4.63,US,1674553238
542,puerto madero,14.7208,-92.4215,23.11,100,0,0.0,MX,1674553239
543,linden,6.0,-58.3,20.0,99,69,0.86,GY,1674553239
544,mandera,3.9366,41.867,34.25,26,43,5.68,KE,1674553240
545,kuusamo,65.9667,29.1833,-2.98,93,100,3.6,FI,1674553241
546,harper,4.375,-7.7169,28.59,71,35,2.2,LR,1674553241
547,zabol,32.25,67.25,-0.58,49,5,2.99,AF,1674553242
548,sarka ghat,31.7,76.7333,16.64,34,100,2.5,IN,1674553243
549,glace bay,46.1969,-59.957,5.54,81,99,6.26,CA,1674553244
550,deqing,30.5448,119.9599,-1.65,44,40,4.44,CN,1674553245
551,srandakan,-7.9386,110.2506,28.54,72,82,3.9,ID,1674553246
552,phimai,15.2232,102.4947,29.6,42,91,9.7,TH,1674553246
553,babstovo,48.1167,132.4833,-29.63,99,100,0.45,RU,1674553247
554,salina,38.8403,-97.6114,-4.47,93,0,2.06,US,1674553248
555,whitehorse,60.7161,-135.0538,1.43,64,100,10.29,CA,1674553248
556,esperance,-33.8667,121.9,24.6,57,4,9.86,AU,1674553249
557,zyryanka,65.75,150.85,-30.8,95,100,0.8,RU,1674553250
558,verkhnyaya toyma,62.2349,44.9985,-7.04,95,93,2.68,RU,1674553251
559,kirakira,-10.4544,161.9205,26.11,86,99,2.35,SB,1674553252
560,ascope,-7.7144,-79.1078,16.63,74,90,1.26,PE,1674553252
561,yantal,56.8471,105.2542,-20.66,98,100,1.17,RU,1674553253
562,macau,22.2006,113.5461,16.03,48,0,9.26,MO,1674553254
